row_no,company_name,prefecture,municipality,official_site,source_url,public_email,form_status,contact_form_url,form_type,external_form,evidence,homepage_status,resolved_homepage,candidate_count,scanned_at
544,アスト（株）,東京都,練馬区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=112&s=,yoneda-ast@ac.auone-net.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.229877+00:00
545,アドバンスライフプランニング（株）,東京都,世田谷区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=73&s=,info@hs-tokyo.net,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.229886+00:00
546,アリス（株）,東京都,小金井市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=26&s=,welcome@e-alice.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.229895+00:00
547,アルス（株）,東京都,世田谷区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=48&s=,info@ars-re.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.229903+00:00
548,アーバネスト（株）,東京都,港区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=91&s=,besshi@urbanest.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.229912+00:00
549,アール・マンション販売（株）,東京都,新宿区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=68&s=,r.mansion@r-group.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.229925+00:00
550,インターグローバル（株）,東京都,中央区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=65&s=,info@igc-ts.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.229934+00:00
551,インベスターズ・ファンド・マネジメント（株）,東京都,西多摩郡檜原村,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=58&s=,shibayakoki@gmail.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.229943+00:00
552,ウェーブリアルエステート（有）,東京都,西多摩郡奥多摩町,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=48&s=,info@wave-real.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.229952+00:00
553,エイチキャピタル（株）,東京都,港区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=101&s=,hara001hcapital@gmail.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.229960+00:00
554,エイチティーティープロジェクト（株）,東京都,港区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=98&s=,hitomi@htt.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.229969+00:00
555,エム・アイ・プロジェクト（株）,東京都,小金井市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=43&s=,mip-michihiro@silk.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.229978+00:00
556,エリアプラン（有）,東京都,大田区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=97&s=,kamata@areaplan.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.229986+00:00
557,オークビル（同）,東京都,立川市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=31&s=,okimic12@gmail.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.229995+00:00
558,オープンダイス（株）,東京都,大田区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=42&s=,opendice2016@gmail.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230004+00:00
559,カスミコーポレーション（株）,東京都,葛飾区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=59&s=,info@kasumi-co.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230013+00:00
560,カスミリアルエステート,東京都,港区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=50&s=,makogarin@icloud.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230021+00:00
561,グロブナー建物管理（株）,東京都,八王子市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=85&s=,gurobuner@ymail.plala.or.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230031+00:00
562,ケイズハウス（株）,東京都,渋谷区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=64&s=,info@kshouse.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230040+00:00
563,コーラル（株）,東京都,江東区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=95&s=,info@colal.net,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230048+00:00
564,サワヤ住宅（有）,東京都,新宿区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=65&s=,sawaya@wish.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230057+00:00
565,サンシド不動産（株）,東京都,多摩市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=25&s=,sunseed22@hb.tp1.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230065+00:00
566,サンメイク・ジャパン（株）,東京都,新宿区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=69&s=,info@sunmake.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230072+00:00
567,サンライト不動産（株）,東京都,葛飾区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=84&s=,info@sunlight-realestate.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230080+00:00
568,サン開発（株）,東京都,世田谷区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=84&s=,3kaiha2@n00.itscom.net,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230109+00:00
569,シンエイホーム（株）,東京都,目黒区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=81&s=,shinei@shin-eihome.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230118+00:00
570,シーランドホームズ（株）,東京都,港区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=31&s=,sealandhom@ace.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230126+00:00
571,ジェイ・ネットワーク（株）,東京都,渋谷区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=122&s=,ishii@jnet-work.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230134+00:00
572,ジャパン・ハウジング（株）,東京都,千代田区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=77&s=,knr-info@j-kanri.tokyo,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230143+00:00
573,ジョイリアルエステート,東京都,千代田区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=31&s=,miho@office-tsukamoto.biz,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230151+00:00
574,スマイ ル・ハウス,東京都,墨田区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=82&s=,take_1@ab.auone-net.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230160+00:00
575,スマイルフォーオール（株）,東京都,新宿区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=66&s=,masuyama@docomonet.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230168+00:00
576,ダイヤモンドクラフト（有）,東京都,目黒区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=31&s=,diacraft2021@gmail.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230177+00:00
577,ダイヤ総業（有）,東京都,練馬区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=76&s=,daiyasogyo@yahoo.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230185+00:00
578,トモハウス（株）,東京都,世田谷区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=109&s=,tomohouse@mbr.nifty.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230193+00:00
579,トリニティ不動産販売（株）,東京都,板橋区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=45&s=,shimazaki@2020trinity.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230202+00:00
580,トール不動産（株）,東京都,武蔵野市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=118&s=,thor@camel.plala.or.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230210+00:00
581,ドリーム・ライフ（株）,東京都,西東京市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=102&s=,dream.life@dune.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230222+00:00
582,ハナブサエステート（株）,東京都,江東区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=78&s=,info@hanabusagroup.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230230+00:00
583,ハピネスホーム,東京都,多摩市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=110&s=,happy@happiness-h.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230239+00:00
584,パンプキンホーム（株）,東京都,板橋区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=45&s=,pumpkinhome@jcom.zaq.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230247+00:00
585,パークネット（株）,東京都,目黒区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=102&s=,info@parknet.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230255+00:00
586,ファストウェル（株）,東京都,世田谷区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=46&s=,info@fastwell.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230263+00:00
587,ファースト開発（株）,東京都,世田谷区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=90&s=,masaki.hoshika@nifty.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230272+00:00
588,フェアディール（株）,東京都,江戸川区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=81&s=,faird8888@gmail.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230280+00:00
589,フェデルタ（株）,東京都,調布市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=72&s=,info@fedelta-home.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230288+00:00
590,フジシンライフ（株）,東京都,新宿区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=53&s=,info@fujishinlife.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230296+00:00
591,フランクエステート（株）,東京都,渋谷区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=4&s=,info@frankestate.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230305+00:00
592,プロパティ・アドバイザーズ（株）,東京都,中央区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=55&s=,kingo@pro-advisers.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230314+00:00
593,ベスト住販（株）,東京都,大田区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=83&s=,info@best-jyuhan.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230322+00:00
594,ベネフィットリアルエステート（株）,東京都,大田区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=28&s=,info@benefit-re.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230330+00:00
595,ベルスタート（株）,東京都,品川区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=51&s=,sakata@bellstart.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230338+00:00
596,ホライズン・インベストメント（株）,東京都,町田市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=22&s=,info@horizon-investment.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230346+00:00
597,ホンダ商事（株）,東京都,渋谷区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=101&s=,honda@k05.itscom.net,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230354+00:00
598,ホームリンク（株）,東京都,武蔵野市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=3&s=,homelink@kfz.biglobe.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230363+00:00
599,マイハウス,東京都,足立区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=67&s=,myhouse@snow.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230371+00:00
600,マツイ・建築企画（株）,東京都,品川区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=41&s=,matuikik@giga.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230379+00:00
601,ミズヨシプロモーション（有）,東京都,足立区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=118&s=,mizuyoshi@rhythm.ocn.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230438+00:00
602,ミトミ（株）,東京都,港区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=74&s=,info@mitomi-net.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230455+00:00
603,ミネルヴァ社,東京都,荒川区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=57&s=,minerva.sha@gmail.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230472+00:00
604,ムサシエステート,東京都,多摩市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=53&s=,miura34@nifty.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230490+00:00
605,モチ・コンサルティング（株）,東京都,千代田区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=74&s=,info@mochi-consulting.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230502+00:00
606,ヨシケイハウス（株）,東京都,杉並区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=99&s=,yosikei@par.odn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230513+00:00
607,ランディック（株）,東京都,足立区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=85&s=,info@landic.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230525+00:00
608,ランドマークエステート（株）,東京都,新宿区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=48&s=,landmark_estate@lake.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230552+00:00
609,リアルティネット（株）,東京都,目黒区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=23&s=,inforealtynet@gmail.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230566+00:00
610,リスクキャリア（株）,東京都,千代田区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=54&s=,info@riskcarrier.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230578+00:00
611,リズム,東京都,千代田区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=99&s=,akasaka.liz@aksk-liz.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230590+00:00
612,リセットリンク（株）,東京都,新宿区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=29&s=,info@reset-link.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230602+00:00
613,リモデル不動産（株）,東京都,千代田区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=26&s=,rimohu_nakaike@yahoo.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230623+00:00
614,一般社団法人 理想の住まいと資金計画支援機構,東京都,世田谷区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=23&s=,info@risounosumaipro.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230637+00:00
615,三共ホーム（株）,東京都,調布市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=113&s=,office@onitsuka.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230649+00:00
616,三松ハウジング（株）,東京都,府中市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=122&s=,a-h21@e-mimatu.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230662+00:00
617,三榮観光開発（株）,東京都,日野市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=66&s=,saneikanko@coda.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230677+00:00
618,三洋ハウジング（有）,東京都,八王子市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=114&s=,sanyo@kbh.biglobe.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230691+00:00
619,三貴建設（株）,東京都,葛飾区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=101&s=,sanki-co@beach.ocn.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230704+00:00
620,三軒茶屋不動産（株）,東京都,江東区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=82&s=,sangenjayareal@tbz-com.ne.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230717+00:00
621,三鐘商事（株）,東京都,町田市,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=29&s=,info@sansyosyoji.com,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230731+00:00
622,上野毛不動産（株）,東京都,世田谷区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=99&s=,fudousan@kaminoge.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230745+00:00
623,不動産パートナーズ（株）,東京都,新宿区,,https://www.zennichi.net/hp/kanto_kaiin/pref.asp?p=13&pg=52&s=,ayumimiwa@realestatepartners.co.jp,公式サイトなし,,,,公式サイトURLが未登録,,,0,2026-08-09T15:16:39.230758+00:00
